list,list_lags,Eto,lags_Target,rmse,mae,nse,mbe,forecast_horizon,model,selection_attribute_type,horizon,station_name,code_execution
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.85,0.64,0.53,0.08,1,arvore,0,1,Sete_lagoas_2012,1
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.85,0.64,0.54,0.09,1,arvore,1,1,Sete_lagoas_2012,1
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.95,0.74,0.41,0.13,3,arvore,0,3,Sete_lagoas_2012,1
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.92,0.7,0.45,0.14,3,arvore,1,3,Sete_lagoas_2012,1
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",1.03,0.83,0.31,0.17,7,arvore,0,7,Sete_lagoas_2012,1
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",1.0,0.8,0.35,0.17,7,arvore,1,7,Sete_lagoas_2012,1
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.06,0.83,0.27,0.2,10,arvore,0,10,Sete_lagoas_2012,1
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.98,0.79,0.37,0.17,10,arvore,1,10,Sete_lagoas_2012,1
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.8,0.58,0.58,0.06,1,xgb,0,1,Sete_lagoas_2012,1
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.78,0.57,0.6,0.08,1,xgb,1,1,Sete_lagoas_2012,1
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.94,0.72,0.43,0.14,3,xgb,0,3,Sete_lagoas_2012,1
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.9,0.69,0.48,0.16,3,xgb,1,3,Sete_lagoas_2012,1
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",0.98,0.76,0.38,0.19,7,xgb,0,7,Sete_lagoas_2012,1
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.96,0.74,0.4,0.21,7,xgb,1,7,Sete_lagoas_2012,1
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.01,0.79,0.34,0.21,10,xgb,0,10,Sete_lagoas_2012,1
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.96,0.73,0.41,0.21,10,xgb,1,10,Sete_lagoas_2012,1
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.8,0.58,0.59,0.06,1,florestaAleatoria,0,1,Sete_lagoas_2012,1
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.78,0.57,0.61,0.09,1,florestaAleatoria,1,1,Sete_lagoas_2012,1
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.94,0.72,0.43,0.13,3,florestaAleatoria,0,3,Sete_lagoas_2012,1
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.89,0.68,0.48,0.14,3,florestaAleatoria,1,3,Sete_lagoas_2012,1
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",0.98,0.77,0.38,0.18,7,florestaAleatoria,0,7,Sete_lagoas_2012,1
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.95,0.73,0.42,0.19,7,florestaAleatoria,1,7,Sete_lagoas_2012,1
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.0,0.78,0.35,0.18,10,florestaAleatoria,0,10,Sete_lagoas_2012,1
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.95,0.73,0.41,0.2,10,florestaAleatoria,1,10,Sete_lagoas_2012,1
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.85,0.64,0.53,0.08,1,arvore,0,1,Sete_lagoas_2012,2
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.85,0.64,0.54,0.09,1,arvore,1,1,Sete_lagoas_2012,2
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.95,0.74,0.41,0.13,3,arvore,0,3,Sete_lagoas_2012,2
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.92,0.7,0.45,0.14,3,arvore,1,3,Sete_lagoas_2012,2
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",1.03,0.83,0.31,0.17,7,arvore,0,7,Sete_lagoas_2012,2
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.93,0.71,0.44,0.19,7,arvore,1,7,Sete_lagoas_2012,2
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.06,0.83,0.27,0.2,10,arvore,0,10,Sete_lagoas_2012,2
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.95,0.72,0.42,0.19,10,arvore,1,10,Sete_lagoas_2012,2
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.8,0.58,0.58,0.06,1,xgb,0,1,Sete_lagoas_2012,2
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.78,0.57,0.6,0.08,1,xgb,1,1,Sete_lagoas_2012,2
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.94,0.72,0.43,0.14,3,xgb,0,3,Sete_lagoas_2012,2
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.9,0.69,0.48,0.16,3,xgb,1,3,Sete_lagoas_2012,2
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",0.98,0.76,0.38,0.19,7,xgb,0,7,Sete_lagoas_2012,2
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.96,0.74,0.4,0.21,7,xgb,1,7,Sete_lagoas_2012,2
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.01,0.79,0.34,0.21,10,xgb,0,10,Sete_lagoas_2012,2
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.96,0.73,0.41,0.21,10,xgb,1,10,Sete_lagoas_2012,2
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.8,0.58,0.59,0.06,1,florestaAleatoria,0,1,Sete_lagoas_2012,2
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.78,0.57,0.61,0.09,1,florestaAleatoria,1,1,Sete_lagoas_2012,2
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.94,0.72,0.43,0.13,3,florestaAleatoria,0,3,Sete_lagoas_2012,2
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.89,0.68,0.48,0.14,3,florestaAleatoria,1,3,Sete_lagoas_2012,2
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",0.98,0.77,0.38,0.18,7,florestaAleatoria,0,7,Sete_lagoas_2012,2
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.95,0.73,0.42,0.19,7,florestaAleatoria,1,7,Sete_lagoas_2012,2
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.0,0.78,0.35,0.18,10,florestaAleatoria,0,10,Sete_lagoas_2012,2
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.95,0.72,0.41,0.2,10,florestaAleatoria,1,10,Sete_lagoas_2012,2
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.85,0.64,0.53,0.08,1,arvore,0,1,Sete_lagoas_2012,3
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.85,0.64,0.54,0.09,1,arvore,1,1,Sete_lagoas_2012,3
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.95,0.74,0.41,0.13,3,arvore,0,3,Sete_lagoas_2012,3
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.92,0.7,0.45,0.14,3,arvore,1,3,Sete_lagoas_2012,3
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",1.03,0.83,0.31,0.17,7,arvore,0,7,Sete_lagoas_2012,3
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.97,0.76,0.39,0.18,7,arvore,1,7,Sete_lagoas_2012,3
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.06,0.83,0.27,0.2,10,arvore,0,10,Sete_lagoas_2012,3
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.95,0.73,0.41,0.2,10,arvore,1,10,Sete_lagoas_2012,3
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.8,0.58,0.58,0.06,1,xgb,0,1,Sete_lagoas_2012,3
"['Tmax', 'I', 'Tmean', 'UR', 'J']","[[1], [1], [2, 1], [1], [22, 26]]",['Eto'],"[1, 2, 3]",0.78,0.57,0.6,0.08,1,xgb,1,1,Sete_lagoas_2012,3
['Tmean'],"[[3, 4, 5, 6, 7, 8, 9]]",['Eto'],"[3, 4, 5]",0.94,0.72,0.43,0.14,3,xgb,0,3,Sete_lagoas_2012,3
"['Tmean', 'J']","[[8, 5], [26, 6, 30, 29]]",['Eto'],"[4, 3, 5, 6]",0.9,0.69,0.48,0.16,3,xgb,1,3,Sete_lagoas_2012,3
"['Tmean', 'Tmin']","[[7, 8, 9, 10, 11, 12], [7]]",['Eto'],"[7, 8, 9]",0.98,0.76,0.38,0.19,7,xgb,0,7,Sete_lagoas_2012,3
"['Tmean', 'J']","[[9, 7, 11], [27, 30, 23, 25, 19]]",['Eto'],"[8, 11]",0.96,0.74,0.4,0.21,7,xgb,1,7,Sete_lagoas_2012,3
"['Tmean', 'Tmin']","[[10, 11, 12, 13, 14], [10]]",['Eto'],"[10, 11, 12, 13]",1.01,0.79,0.34,0.21,10,xgb,0,10,Sete_lagoas_2012,3
"['J', 'Tmean']","[[25, 17, 29, 13, 16, 28, 30, 26], [10]]",['Eto'],[10],0.96,0.73,0.41,0.21,10,xgb,1,10,Sete_lagoas_2012,3
"['Tmean', 'Tmax']","[[1, 2, 3, 4], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.8,0.58,0.59,0.06,1,florestaAleatoria,0,1,Sete_lagoas_2012,3
